Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1985","1985","ha","12300","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1986","1986","ha","12300","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1987","1987","ha","12300","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1988","1988","ha","13100","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1989","1989","ha","13400","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1990","1990","ha","13500","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1991","1991","ha","13900","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1992","1992","ha","13500","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1993","1993","ha","14300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1994","1994","ha","14500","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1995","1995","ha","13700","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1996","1996","ha","13800","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1997","1997","ha","13800","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1998","1998","ha","13600","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","1999","1999","ha","13927","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2000","2000","ha","13921","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2001","2001","ha","13700","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2002","2002","ha","12500","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2003","2003","ha","12580","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2004","2004","ha","12490","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2005","2005","ha","12000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2006","2006","ha","11750","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2007","2007","ha","11341","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2008","2008","ha","11187","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2009","2009","ha","11196","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2010","2010","ha","12244","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2011","2011","ha","12505","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2012","2012","ha","12225","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2013","2013","ha","12298","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2014","2014","ha","12360","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2015","2015","ha","12426","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2016","2016","ha","12964","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2017","2017","ha","11419","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2018","2018","ha","11153","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2019","2019","ha","11073","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01343","Abricots","2020","2020","ha","10594","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1985","1985","hg/ha","59350","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1986","1986","hg/ha","59350","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1987","1987","hg/ha","59350","I","Valeur imputée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1988","1988","hg/ha","70229","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1989","1989","hg/ha","60448","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1990","1990","hg/ha","54593","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1991","1991","hg/ha","66331","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1992","1992","hg/ha","48889","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1993","1993","hg/ha","83916","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1994","1994","hg/ha","60690","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1995","1995","hg/ha","56934","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1996","1996","hg/ha","63841","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1997","1997","hg/ha","75072","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1998","1998","hg/ha","85882","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","1999","1999","hg/ha","76398","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2000","2000","hg/ha","85913","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2001","2001","hg/ha","76131","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2002","2002","hg/ha","68960","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2003","2003","hg/ha","77862","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2004","2004","hg/ha","68054","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2005","2005","hg/ha","86333","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2006","2006","hg/ha","110162","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2007","2007","hg/ha","92791","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2008","2008","hg/ha","101203","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2009","2009","hg/ha","119327","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2010","2010","hg/ha","110203","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2011","2011","hg/ha","127248","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2012","2012","hg/ha","100127","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2013","2013","hg/ha","81882","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2014","2014","hg/ha","73037","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2015","2015","hg/ha","83659","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2016","2016","hg/ha","54887","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2017","2017","hg/ha","98553","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2018","2018","hg/ha","91107","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2019","2019","hg/ha","99156","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01343","Abricots","2020","2020","hg/ha","87793","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1961","1961","tonnes","4800","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1962","1962","tonnes","8955","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1963","1963","tonnes","13000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1964","1964","tonnes","16160","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1965","1965","tonnes","27561","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1966","1966","tonnes","54145","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1967","1967","tonnes","60000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1968","1968","tonnes","60000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1969","1969","tonnes","60000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1970","1970","tonnes","60000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1971","1971","tonnes","60000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1972","1972","tonnes","60000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1973","1973","tonnes","62000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1974","1974","tonnes","60000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1975","1975","tonnes","55000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1976","1976","tonnes","56000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1977","1977","tonnes","59000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1978","1978","tonnes","60000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1979","1979","tonnes","62000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1980","1980","tonnes","63000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1981","1981","tonnes","64000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1982","1982","tonnes","65000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1983","1983","tonnes","66000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1984","1984","tonnes","70000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1985","1985","tonnes","73000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1986","1986","tonnes","73000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1987","1987","tonnes","73000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1988","1988","tonnes","92000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1989","1989","tonnes","81000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1990","1990","tonnes","73700","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1991","1991","tonnes","92200","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1992","1992","tonnes","66000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1993","1993","tonnes","120000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1994","1994","tonnes","88000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1995","1995","tonnes","78000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1996","1996","tonnes","88100","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1997","1997","tonnes","103600","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1998","1998","tonnes","116800","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","1999","1999","tonnes","106400","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2000","2000","tonnes","119600","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2001","2001","tonnes","104300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2002","2002","tonnes","86200","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2003","2003","tonnes","97950","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2004","2004","tonnes","85000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2005","2005","tonnes","103600","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2006","2006","tonnes","129440","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2007","2007","tonnes","105234","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2008","2008","tonnes","113216","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2009","2009","tonnes","133598","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2010","2010","tonnes","134933","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2011","2011","tonnes","159124","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2012","2012","tonnes","122405","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2013","2013","tonnes","100698","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2014","2014","tonnes","90274","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2015","2015","tonnes","103955","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2016","2016","tonnes","71156","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2017","2017","tonnes","112538","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2018","2018","tonnes","101612","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2019","2019","tonnes","109795","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5510","Production","01343","Abricots","2020","2020","tonnes","93008","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1961","1961","ha","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1962","1962","ha","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1963","1963","ha","600","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1964","1964","ha","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1965","1965","ha","200","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1966","1966","ha","250","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1967","1967","ha","200","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1968","1968","ha","200","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1969","1969","ha","220","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1970","1970","ha","220","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1971","1971","ha","220","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1972","1972","ha","220","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1973","1973","ha","220","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1974","1974","ha","220","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1975","1975","ha","230","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1976","1976","ha","230","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1977","1977","ha","240","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1978","1978","ha","250","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1979","1979","ha","250","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1980","1980","ha","300","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1981","1981","ha","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1982","1982","ha","500","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1983","1983","ha","750","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1984","1984","ha","1000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1985","1985","ha","1200","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1986","1986","ha","1300","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1987","1987","ha","1450","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1988","1988","ha","1600","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1989","1989","ha","1726","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1990","1990","ha","2078","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1991","1991","ha","2126","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1992","1992","ha","2300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1993","1993","ha","2500","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1994","1994","ha","2476","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1995","1995","ha","2000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1996","1996","ha","1500","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1997","1997","ha","2170","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1998","1998","ha","1760","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","1999","1999","ha","1935","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2000","2000","ha","2415","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2001","2001","ha","1920","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2002","2002","ha","1560","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2003","2003","ha","2785","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2004","2004","ha","2070","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2005","2005","ha","4100","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2006","2006","ha","3695","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2007","2007","ha","1550","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2008","2008","ha","1445","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2009","2009","ha","1470","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2010","2010","ha","1380","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2011","2011","ha","1513","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2012","2012","ha","878","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2013","2013","ha","1058","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2014","2014","ha","939","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2015","2015","ha","1202","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2016","2016","ha","1179","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2017","2017","ha","1311","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2018","2018","ha","1365","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2019","2019","ha","1375","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5312","Superficie récoltée","01252","Ail","2020","2020","ha","2310","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1961","1961","hg/ha","50000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1962","1962","hg/ha","50000","I","Valeur imputée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1963","1963","hg/ha","50000","I","Valeur imputée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1964","1964","hg/ha","50000","I","Valeur imputée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1965","1965","hg/ha","50000","I","Valeur imputée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1966","1966","hg/ha","43760","I","Valeur imputée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1967","1967","hg/ha","50000","I","Valeur imputée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1968","1968","hg/ha","50000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1969","1969","hg/ha","50000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1970","1970","hg/ha","50000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1971","1971","hg/ha","50000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1972","1972","hg/ha","50000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1973","1973","hg/ha","50000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1974","1974","hg/ha","54545","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1975","1975","hg/ha","52174","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1976","1976","hg/ha","56522","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1977","1977","hg/ha","54167","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1978","1978","hg/ha","56000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1979","1979","hg/ha","60000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1980","1980","hg/ha","53333","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1981","1981","hg/ha","45000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1982","1982","hg/ha","40000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5419","Rendement","01252","Ail","1983","1983","hg/ha","40000","E","Valeur estimée"
