Morocco;Sugar cane;2.5053986E7
Morocco;Sugar beet;2.1456817E7
Morocco;Tomatoes;1.9419225E7
Morocco;Watermelons;1.1736693E7
Morocco;Cucumbers and gherkins;1.0932209E7
Morocco;Chillies and peppers green;1.0387677E7
Morocco;Lettuce and chicory;1.02375E7
Morocco;Bananas;1.0140996E7
Morocco;Cabbages and other brassicas;9087833.0
Morocco;Melons other inc.cantaloupes;8928431.0
